,,,,,,RE 1,RE 2,RE 3,RO 1,RO 2,CSIIR 1 NO,CSIIR 1,CSIIR 2 NO,CSIIR 2,CSIIR 3,CSII 1,CSII 2,CSII 3,CSIIndR,CSIInd 1,CSIInd 2,CSIInd 3,Inst,PAC 1,PAC 2,PAC 3
,30-C,"30,9",30.91-1,3091-1/01,Fabricação de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,9",30.91-1,3091-1/02,Fabricação de peças e acessórios para motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,30-C,"30,9",30.92-0,3092-0/00,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,30-C,"30,9",30.99-7,3099-7/00,"Fabricação de equipamentos de transporte não especificados anteriormente (carroças, carrinhos de mão, carrinhos de sorvete - vide outros equipamentos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,31-C,31,31.01-2,3101-2/00,Fabricação de móveis com predominância de madeira,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,31-C,31,31.02-1,3102-1/00,Fabricação de móveis com predominância de metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,31-C,31,31.03-9,3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal (vime, junco, material plástico)",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,31-C,31,31.04-7,3104-7/00,Fabricação de colchões,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,1",32.11-6,3211-6/01,"Lapidação de gemas (pedras preciosas e semipreciosas, pérolas trabalhadas)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,32-C,"32,1",32.11-6,3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,32-C,"32,1",32.11-6,3211-6/03,Cunhagem de moedas e medalhas,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,32-C,"32,1",32.12-4,3212-4/00,Fabricação de bijuterias e artefatos semelhantes (na UOS assinalada é permitido apenas fabricante constituído com microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,32-C,"32,2",32.20-5,3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios (vide Nota 1)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,32-C,"32,3",32.30-2,3230-2/00,Fabricação de artefatos para pesca e esporte,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,32-C,"32,4",32.40-0,3240-0/01,Fabricação de jogos eletrônicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,4",32.40-0,3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,4",32.40-0,3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,4",32.40-0,3240-0/99,"Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente (de metal, madeira, papel, tecido, roupas de bonecas - vide outros produtos citados nas Notas Explicativas da CNAE)(na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/01,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório (estetoscópio, bisturi, ...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório (mesas de operação, de massagem, cadeira de dentista, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/03,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda (membros artificiais, calçados ortopédicos, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/05,"Fabricação de materiais para medicina e odontologia (cimento e gesso dentais, algodão, curativos, …)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/06,"Serviços de prótese dentária (dentes, dentaduras, …)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/07,"Fabricação de artigos ópticos (óculos, …)",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,32-C,"32,5",32.50-7,3250-7/09,"Serviço de laboratório óptico (lapidação de lentes, surfaçagem, …)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.91-4,3291-4/00,"Fabricação de escovas, pincéis e vassouras",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.92-2,3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,9",32.92-2,3292-2/02,"Fabricação de equipamentos e acessórios para segurança pessoal e profissional (luvas, máscaras protetoras, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/01,Fabricação de guarda-chuvas e similares,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório (carimbos, cargas para canetas, …)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/04,Fabricação de painéis e letreiros luminosos,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/05,"Fabricação de aviamentos para costura (botões, colchetes, fecho éclair, …)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/06,"Fabricação de velas, inclusive decorativas (na UOS
assinalada é permitido apenas fabricante de velas decorativas constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,32-C,"32,9",32.99-0,3299-0/99,"Fabricação de produtos diversos não especificados anteriormente (perucas, artigos para festas, garrafas térmicas, isqueiros, giz, caixões mortuários, adornos de natal, cachimbo, flores artificiais, seladoras - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
,38-E,"38,3",38.31-9,3831-9/01,"Recuperação de sucatas de alumínio (inclui a seleção, trituração, redução mecânica, corte, …)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,38-E,"38,3",38.31-9,3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,38-E,"38,3",38.32-7,3832-7/00,Recuperação de materiais plásticos,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,38-E,"38,3",38.39-4,3839-4/01,Usinas de compostagem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,38-E,"38,3",38.39-4,3839-4/99,Recuperação de materiais não especificados anteriormente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,35-D,"35,1",35.11-5,3511-5/01,Geração de energia elétrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,35-D,"35,1",35.11-5,3511-5/02,"Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica (planejamento, supervisão, controle, administração dos serviços, ...)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,35-D,"35,1",35.12-3,3512-3/00,Transmissão de energia elétrica,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
,35-D,"35,1",35.13-1,3513-1/00,"Comércio atacadista de energia elétrica (corretores e agentes que intermediam a venda para os sistemas de distribuição, …)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,35-D,"35,1",35.14-0,3514-0/00,Distribuição de energia elétrica,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
,35-D,"35,2",35.20-4,3520-4/01,Produção de gás; processamento de gás natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,35-D,"35,2",35.20-4,3520-4/02,"Distribuição de combustíveis gasosos por redes urbanas (inclui a distribuição por caminhões e a atividade dos corretores e agentes que intermediam a venda para os sistemas de distribuição, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,35-D,"35,3",35.30-1,3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,36-E,36,36.00-6,3600-6/01,"Captação, tratamento e distribuição de água (inclui a armazenagem em reservatórios)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,36-E,36,36.00-6,3600-6/02,Distribuição de água por caminhões,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,37-E,37,37.01-1,3701-1/00,"Gestão de redes de esgoto (gestão de redes de esgotos domésticos ou industriais e águas pluviais, ETEs)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,37-E,37,37.02-9,3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,38-E,"38,1",38.11-4,3811-4/00,Coleta de resíduos não-perigosos (inclui estações de transferência de resíduos),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,38-E,"38,1",38.12-2,3812-2/00,"Coleta de resíduos perigosos (inclui identificação, tratamento, embalagem e rotulagem dos produtos)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
,38-E,"38,2",38.21-1,3821-1/00,"Tratamento e disposição de resíduos não-perigosos (depósitos de lixo e aterros sanitários, unidades de combustão e incineração, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,38-E,"38,2",38.22-0,3822-0/00,Tratamento e disposição de resíduos perigosos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,39-E,39,39.00-5,3900-5/00,Descontaminação e outros serviços de gestão de resíduos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,52-H,"52,2",52.22-2,5222-2/00,Terminais rodoviários e ferroviários,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,52-H,"52,3",52.31-1,5231-1/01,Administração da infraestrutura portuária,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
,59-J,"59,1",59.11-1,5911-1/01,Estúdios cinematográficos,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,59-J,"59,1",59.11-1,5911-1/02,Produção de filmes para publicidade,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,59-J,"59,1",59.11-1,5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente (vide outras atividades citadas nas Notas Explicativas da CNAE)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,59-J,"59,1",59.12-0,5912-0/01,Serviços de dublagem,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,59-J,"59,1",59.12-0,5912-0/02,Serviços de mixagem sonora em produção audiovisual,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,59-J,"59,1",59.12-0,5912-0/99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente (vide outras atividades citadas nas Notas Explicativas da CNAE)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,59-J,"59,1",59.13-8,5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,59-J,"59,1",59.14-6,5914-6/00,"Atividades de exibição cinematográfica (salas de cinema, cineclubes, ao ar livre, drive-in)(Vide Nota 1)",#REF!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,59-J,"59,2",59.20-1,5920-1/00,Atividades de gravação de som e de edição de música,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,60-J,"60,1",60.10-1,6010-1/00,Atividades de rádio,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,60-J,"60,2",60.21-7,6021-7/00,Atividades de televisão aberta,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,60-J,"60,2",60.22-5,6022-5/01,Programadoras,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,60-J,"60,2",60.22-5,6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
,64-K,"64,1",64.10-7,6410-7/00,Banco Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
,84-O,"84,1",84.11-6,8411-6/00,Administração pública em geral,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
,84-O,"84,1",84.12-4,8412-4/00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,1",84.13-2,8413-2/00,Regulação das atividades econômicass,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,2",84.21-3,8421-3/00,Relações exteriores,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,2",84.22-1,8422-1/00,"Defesa (engenharia, transporte, comunicação, inteligência e abastecimento das forças armadas, logística militar, Ministério da Defesa e comandos militares)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,2",84.23-0,8423-0/00,"Justiça (administração e o funcionamento do sistema judicial e dos tribunais civis, penais, trabalhistas, militares, etc., administração de penitenciárias e reformatórios, Ministério da Justiça e secretarias de justiça estaduais)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,2",84.24-8,8424-8/00,"Segurança e ordem pública (administração e funcionamento da polícia federal e das polícias estaduais e municipais, civis e militares, assim como das polícias rodoviária, de trânsito, portuária e florestal, secretarias de segurança da administração estadual e municipal)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,2",84.25-6,8425-6/00,"Defesa Civil (direção e funcionamento do corpo de bombeiros, serviços de lanchas contra incêndios)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,84-O,"84,3",84.30-2,8430-2/00,Seguridade social obrigatória,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,85-P,"85,1",85.11-2,8511-2/00,Educação infantil - creche (até 3 anos),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,1",85.12-1,8512-1/00,Educação infantil - pré-escola (4 e 5 anos),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,1",85.13-9,8513-9/00,"Ensino fundamental ( inclusive supletivo, especial e ensino a distância)",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,2",85.20-1,8520-1/00,"Ensino médio (inclusive supletivo, especial e ensino a distância)",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
,85-P,"85,3",85.31-7,8531-7/00,Educação superior - graduação (inclusive extensão e ensino a distância),0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
,85-P,"85,3",85.32-5,8532-5/00,Educação superior - graduação e pós-graduação (inclusive ensino a distância),0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
,85-P,"85,3",85.33-3,8533-3/00,Educação superior - pós-graduação e extensão (inclusive ensino a distância),0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
,85-P,"85,4",85.41-4,8541-4/00,Educação profissional de nível técnico (inclusive ensino a distância),0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,85-P,"85,4",85.42-2,8542-2/00,Educação profissional de nível tecnológico (inclusive ensino a distância),0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
,85-P,"85,5",85.50-3,8550-3/01,Administração de caixas escolares,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,5",85.50-3,8550-3/02,"Atividades de apoio à educação, exceto caixas escolares (CIEE, teste vocacional,...)",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.91-1,8591-1/00,Ensino de esportes,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.92-9,8592-9/01,Ensino de dança,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.92-9,8592-9/02,"Ensino de artes cênicas, exceto dança",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.92-9,8592-9/03,Ensino de música (na UOS assinalada é permitido apenas instrutor de música constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.92-9,8592-9/99,Ensino de arte e cultura não especificado anteriormente (vide outros citados nas Notas Explicativas da CNAE) (na UOS assinalada é permitido apenas instrutor constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.93-7,8593-7/00,Ensino de idiomas (na UOS assinalada é permitido apenas instrutor de idiomas constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/01,Formação de condutores,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/02,Cursos de pilotagem,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/03,Treinamento em informática (na UOS assinalada é permitido apenas instrutor de informática constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/04,Treinamento em desenvolvimento profissional e gerencial,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/05,Cursos preparatórios para concursos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,85-P,"85,9",85.99-6,8599-6/99,Outras atividades de ensino não especificadas anteriormente (vide outras atividades citadas nas Notas Explicativas da CNAE) (na UOS assinalada é permitido apenas professor particular constituído como microempreendedor individual -MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,1",86.10-1,8610-1/01,"Atividades de atendimento hospitalar, exceto pronto- socorro e unidades para atendimento a urgências",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,1",86.10-1,8610-1/02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,2",86.21-6,8621-6/01,UTI móvel,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,2",86.21-6,8621-6/02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel (SAMU)",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,2",86.22-4,8622-4/00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/02,Atividade médica ambulatorial com recursos para realização de exames complementares,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/03,Atividade médica ambulatorial restrita a consultas,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/04,Atividade odontológica,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/06,Serviços de vacinação e imunização humana,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/07,Atividades de reprodução humana assistida,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,3",86.30-5,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente (vide outras atividades citadas na Notas Explicativas da CNAE),0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/01,Laboratórios de anatomia patológica e citológica,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/02,Laboratórios clínicos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/03,Serviços de diálise e nefrologia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/04,Serviços de tomografia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/06,Serviços de ressonância magnética,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/08,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/10,Serviços de quimioterapia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/11,Serviços de radioterapia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/12,Serviços de hemoterapia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/13,Serviços de litotripsia,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/14,Serviços de bancos de células e tecidos humanos,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,4",86.40-2,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente (vide outras atividades citadas nas Notas Explicativas da CNAE),0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/01,Atividades de enfermagem,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/02,Atividades de profissionais da nutrição,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/03,Atividades de psicologia e psicanálise,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/04,Atividades de fisioterapia,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/05,Atividades de terapia ocupacional,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/06,Atividades de fonoaudiologia,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/07,Atividades de terapia de nutrição enteral e parenteral,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,5",86.50-0,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente (vide outras atividades citadas nas Notas Explicativas da CNAE),0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,6",86.60-7,8660-7/00,Atividades de apoio à gestão de saúde (centrais de regulação da saúde),0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,9",86.90-9,8690-9/01,"Atividades de práticas integrativas e complementares em saúde humana (cromoterapia, shiatzu, do-in e similares)",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,9",86.90-9,8690-9/02,Atividades de bancos de leite humano,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
,86-Q,"86,9",86.90-9,8690-9/03,Atividades de acupuntura,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
